INCTOT,INCTOT_group
145020,"$100,000-$149,999"
145030,"$100,000-$149,999"
145040,"$100,000-$149,999"
145050,"$100,000-$149,999"
145060,"$100,000-$149,999"
145070,"$100,000-$149,999"
145080,"$100,000-$149,999"
145090,"$100,000-$149,999"
145100,"$100,000-$149,999"
145110,"$100,000-$149,999"
145120,"$100,000-$149,999"
145130,"$100,000-$149,999"
145140,"$100,000-$149,999"
145150,"$100,000-$149,999"
145190,"$100,000-$149,999"
145200,"$100,000-$149,999"
145210,"$100,000-$149,999"
145240,"$100,000-$149,999"
145250,"$100,000-$149,999"
145270,"$100,000-$149,999"
145300,"$100,000-$149,999"
145320,"$100,000-$149,999"
145350,"$100,000-$149,999"
145400,"$100,000-$149,999"
145450,"$100,000-$149,999"
145496,"$100,000-$149,999"
145500,"$100,000-$149,999"
145510,"$100,000-$149,999"
145520,"$100,000-$149,999"
145550,"$100,000-$149,999"
145580,"$100,000-$149,999"
145590,"$100,000-$149,999"
145600,"$100,000-$149,999"
145610,"$100,000-$149,999"
145630,"$100,000-$149,999"
145650,"$100,000-$149,999"
145700,"$100,000-$149,999"
145750,"$100,000-$149,999"
145800,"$100,000-$149,999"
145810,"$100,000-$149,999"
145820,"$100,000-$149,999"
145860,"$100,000-$149,999"
145890,"$100,000-$149,999"
145900,"$100,000-$149,999"
145930,"$100,000-$149,999"
145950,"$100,000-$149,999"
145960,"$100,000-$149,999"
145980,"$100,000-$149,999"
146000,"$100,000-$149,999"
146010,"$100,000-$149,999"
146020,"$100,000-$149,999"
146030,"$100,000-$149,999"
146040,"$100,000-$149,999"
146050,"$100,000-$149,999"
146060,"$100,000-$149,999"
146080,"$100,000-$149,999"
146090,"$100,000-$149,999"
146100,"$100,000-$149,999"
146110,"$100,000-$149,999"
146130,"$100,000-$149,999"
146140,"$100,000-$149,999"
146150,"$100,000-$149,999"
146200,"$100,000-$149,999"
146240,"$100,000-$149,999"
146250,"$100,000-$149,999"
146260,"$100,000-$149,999"
146270,"$100,000-$149,999"
146290,"$100,000-$149,999"
146300,"$100,000-$149,999"
146310,"$100,000-$149,999"
146320,"$100,000-$149,999"
146330,"$100,000-$149,999"
146350,"$100,000-$149,999"
146400,"$100,000-$149,999"
146430,"$100,000-$149,999"
146450,"$100,000-$149,999"
146470,"$100,000-$149,999"
146480,"$100,000-$149,999"
146500,"$100,000-$149,999"
146510,"$100,000-$149,999"
146550,"$100,000-$149,999"
146560,"$100,000-$149,999"
146580,"$100,000-$149,999"
146600,"$100,000-$149,999"
146650,"$100,000-$149,999"
146680,"$100,000-$149,999"
146700,"$100,000-$149,999"
146740,"$100,000-$149,999"
146750,"$100,000-$149,999"
146800,"$100,000-$149,999"
146860,"$100,000-$149,999"
146900,"$100,000-$149,999"
146920,"$100,000-$149,999"
147000,"$100,000-$149,999"
147010,"$100,000-$149,999"
147020,"$100,000-$149,999"
147030,"$100,000-$149,999"
147040,"$100,000-$149,999"
147050,"$100,000-$149,999"
147060,"$100,000-$149,999"
147070,"$100,000-$149,999"
147100,"$100,000-$149,999"
147110,"$100,000-$149,999"
147120,"$100,000-$149,999"
147130,"$100,000-$149,999"
147140,"$100,000-$149,999"
147150,"$100,000-$149,999"
147180,"$100,000-$149,999"
147200,"$100,000-$149,999"
147250,"$100,000-$149,999"
147260,"$100,000-$149,999"
147300,"$100,000-$149,999"
147304,"$100,000-$149,999"
147310,"$100,000-$149,999"
147350,"$100,000-$149,999"
147360,"$100,000-$149,999"
147400,"$100,000-$149,999"
147460,"$100,000-$149,999"
147500,"$100,000-$149,999"
147510,"$100,000-$149,999"
147530,"$100,000-$149,999"
147570,"$100,000-$149,999"
147600,"$100,000-$149,999"
147630,"$100,000-$149,999"
147640,"$100,000-$149,999"
147650,"$100,000-$149,999"
147700,"$100,000-$149,999"
147770,"$100,000-$149,999"
147800,"$100,000-$149,999"
147810,"$100,000-$149,999"
147820,"$100,000-$149,999"
147880,"$100,000-$149,999"
147900,"$100,000-$149,999"
147950,"$100,000-$149,999"
147960,"$100,000-$149,999"
147970,"$100,000-$149,999"
147990,"$100,000-$149,999"
148000,"$100,000-$149,999"
148010,"$100,000-$149,999"
148020,"$100,000-$149,999"
148030,"$100,000-$149,999"
148040,"$100,000-$149,999"
148050,"$100,000-$149,999"
148060,"$100,000-$149,999"
148070,"$100,000-$149,999"
148080,"$100,000-$149,999"
148090,"$100,000-$149,999"
148100,"$100,000-$149,999"
148110,"$100,000-$149,999"
148120,"$100,000-$149,999"
148130,"$100,000-$149,999"
148140,"$100,000-$149,999"
148150,"$100,000-$149,999"
148170,"$100,000-$149,999"
148190,"$100,000-$149,999"
148200,"$100,000-$149,999"
148210,"$100,000-$149,999"
148250,"$100,000-$149,999"
148260,"$100,000-$149,999"
148290,"$100,000-$149,999"
148300,"$100,000-$149,999"
148340,"$100,000-$149,999"
148350,"$100,000-$149,999"
148380,"$100,000-$149,999"
148400,"$100,000-$149,999"
148420,"$100,000-$149,999"
148450,"$100,000-$149,999"
148500,"$100,000-$149,999"
148510,"$100,000-$149,999"
148520,"$100,000-$149,999"
148550,"$100,000-$149,999"
148570,"$100,000-$149,999"
148600,"$100,000-$149,999"
148610,"$100,000-$149,999"
148630,"$100,000-$149,999"
148640,"$100,000-$149,999"
148650,"$100,000-$149,999"
148670,"$100,000-$149,999"
148700,"$100,000-$149,999"
148710,"$100,000-$149,999"
148750,"$100,000-$149,999"
148780,"$100,000-$149,999"
148800,"$100,000-$149,999"
148820,"$100,000-$149,999"
148900,"$100,000-$149,999"
148950,"$100,000-$149,999"
148980,"$100,000-$149,999"
149000,"$100,000-$149,999"
149010,"$100,000-$149,999"
149020,"$100,000-$149,999"
149030,"$100,000-$149,999"
149040,"$100,000-$149,999"
149050,"$100,000-$149,999"
149060,"$100,000-$149,999"
149070,"$100,000-$149,999"
149080,"$100,000-$149,999"
149090,"$100,000-$149,999"
149100,"$100,000-$149,999"
149140,"$100,000-$149,999"
149150,"$100,000-$149,999"
149190,"$100,000-$149,999"
149200,"$100,000-$149,999"
149230,"$100,000-$149,999"
149250,"$100,000-$149,999"
149270,"$100,000-$149,999"
149300,"$100,000-$149,999"
149330,"$100,000-$149,999"
149350,"$100,000-$149,999"
149390,"$100,000-$149,999"
149400,"$100,000-$149,999"
149480,"$100,000-$149,999"
149500,"$100,000-$149,999"
149510,"$100,000-$149,999"
149550,"$100,000-$149,999"
149600,"$100,000-$149,999"
149610,"$100,000-$149,999"
149650,"$100,000-$149,999"
149670,"$100,000-$149,999"
149680,"$100,000-$149,999"
149700,"$100,000-$149,999"
149720,"$100,000-$149,999"
149750,"$100,000-$149,999"
149770,"$100,000-$149,999"
149800,"$100,000-$149,999"
149820,"$100,000-$149,999"
149830,"$100,000-$149,999"
149900,"$100,000-$149,999"
149910,"$100,000-$149,999"
149930,"$100,000-$149,999"
149950,"$100,000-$149,999"
149996,"$100,000-$149,999"
150000,"$150,000+"
150004,"$150,000+"
150010,"$150,000+"
150020,"$150,000+"
150030,"$150,000+"
150040,"$150,000+"
150050,"$150,000+"
150060,"$150,000+"
150070,"$150,000+"
150080,"$150,000+"
150090,"$150,000+"
150100,"$150,000+"
150110,"$150,000+"
150120,"$150,000+"
150130,"$150,000+"
150140,"$150,000+"
150150,"$150,000+"
150160,"$150,000+"
150170,"$150,000+"
150180,"$150,000+"
150190,"$150,000+"
150200,"$150,000+"
150210,"$150,000+"
150220,"$150,000+"
150230,"$150,000+"
150240,"$150,000+"
150250,"$150,000+"
150260,"$150,000+"
150280,"$150,000+"
150290,"$150,000+"
150300,"$150,000+"
150320,"$150,000+"
150330,"$150,000+"
150340,"$150,000+"
150350,"$150,000+"
150360,"$150,000+"
150380,"$150,000+"
150390,"$150,000+"
150400,"$150,000+"
150410,"$150,000+"
150440,"$150,000+"
150450,"$150,000+"
150460,"$150,000+"
150480,"$150,000+"
150490,"$150,000+"
150500,"$150,000+"
150510,"$150,000+"
150540,"$150,000+"
150550,"$150,000+"
150580,"$150,000+"
150600,"$150,000+"
150620,"$150,000+"
150650,"$150,000+"
150680,"$150,000+"
150700,"$150,000+"
150720,"$150,000+"
150730,"$150,000+"
150740,"$150,000+"
150750,"$150,000+"
150770,"$150,000+"
150800,"$150,000+"
150820,"$150,000+"
150830,"$150,000+"
150850,"$150,000+"
150860,"$150,000+"
150880,"$150,000+"
150890,"$150,000+"
150900,"$150,000+"
150910,"$150,000+"
150950,"$150,000+"
150990,"$150,000+"
150996,"$150,000+"
151000,"$150,000+"
151010,"$150,000+"
151020,"$150,000+"
151030,"$150,000+"
151050,"$150,000+"
151070,"$150,000+"
151080,"$150,000+"
151090,"$150,000+"
151100,"$150,000+"
151110,"$150,000+"
151120,"$150,000+"
151150,"$150,000+"
151160,"$150,000+"
151200,"$150,000+"
151220,"$150,000+"
151230,"$150,000+"
151280,"$150,000+"
151300,"$150,000+"
151350,"$150,000+"
151360,"$150,000+"
151380,"$150,000+"
151400,"$150,000+"
151440,"$150,000+"
151450,"$150,000+"
151470,"$150,000+"
151500,"$150,000+"
151530,"$150,000+"
151550,"$150,000+"
151600,"$150,000+"
151630,"$150,000+"
151690,"$150,000+"
151700,"$150,000+"
151740,"$150,000+"
151750,"$150,000+"
151780,"$150,000+"
151800,"$150,000+"
151870,"$150,000+"
151900,"$150,000+"
151910,"$150,000+"
152000,"$150,000+"
152004,"$150,000+"
152010,"$150,000+"
152020,"$150,000+"
152030,"$150,000+"
152040,"$150,000+"
152050,"$150,000+"
152060,"$150,000+"
152080,"$150,000+"
152100,"$150,000+"
152110,"$150,000+"
152120,"$150,000+"
152130,"$150,000+"
152150,"$150,000+"
152170,"$150,000+"
152190,"$150,000+"
152200,"$150,000+"
152240,"$150,000+"
152250,"$150,000+"
152270,"$150,000+"
152280,"$150,000+"
152300,"$150,000+"
152350,"$150,000+"
152380,"$150,000+"
152400,"$150,000+"
152420,"$150,000+"
152440,"$150,000+"
152450,"$150,000+"
152460,"$150,000+"
152470,"$150,000+"
152480,"$150,000+"
152500,"$150,000+"
152530,"$150,000+"
152550,"$150,000+"
152560,"$150,000+"
152600,"$150,000+"
152650,"$150,000+"
152680,"$150,000+"
152700,"$150,000+"
152710,"$150,000+"
152730,"$150,000+"
152760,"$150,000+"
152790,"$150,000+"
152800,"$150,000+"
152820,"$150,000+"
152900,"$150,000+"
152910,"$150,000+"
152920,"$150,000+"
152950,"$150,000+"
152960,"$150,000+"
153000,"$150,000+"
153010,"$150,000+"
153020,"$150,000+"
153030,"$150,000+"
153050,"$150,000+"
153070,"$150,000+"
153100,"$150,000+"
153120,"$150,000+"
153130,"$150,000+"
153140,"$150,000+"
153150,"$150,000+"
153160,"$150,000+"
153200,"$150,000+"
153230,"$150,000+"
153300,"$150,000+"
153330,"$150,000+"
153350,"$150,000+"
153360,"$150,000+"
153390,"$150,000+"
153400,"$150,000+"
153450,"$150,000+"
153470,"$150,000+"
153480,"$150,000+"
153500,"$150,000+"
153530,"$150,000+"
153550,"$150,000+"
153560,"$150,000+"
153580,"$150,000+"
153600,"$150,000+"
153630,"$150,000+"
153650,"$150,000+"
153700,"$150,000+"
153770,"$150,000+"
153800,"$150,000+"
153820,"$150,000+"
153850,"$150,000+"
153900,"$150,000+"
153960,"$150,000+"
153970,"$150,000+"
154000,"$150,000+"
154008,"$150,000+"
154010,"$150,000+"
154020,"$150,000+"
154050,"$150,000+"
154080,"$150,000+"
154100,"$150,000+"
154110,"$150,000+"
154120,"$150,000+"
154150,"$150,000+"
154190,"$150,000+"
154200,"$150,000+"
154220,"$150,000+"
154260,"$150,000+"
154290,"$150,000+"
154300,"$150,000+"
154340,"$150,000+"
154350,"$150,000+"
154400,"$150,000+"
154460,"$150,000+"
154500,"$150,000+"
154560,"$150,000+"
154600,"$150,000+"
154660,"$150,000+"
154700,"$150,000+"
154750,"$150,000+"
154790,"$150,000+"
154800,"$150,000+"
154850,"$150,000+"
154870,"$150,000+"
154900,"$150,000+"
154910,"$150,000+"
154930,"$150,000+"
154970,"$150,000+"
155000,"$150,000+"
155010,"$150,000+"
155020,"$150,000+"
155030,"$150,000+"
155040,"$150,000+"
155050,"$150,000+"
155060,"$150,000+"
155080,"$150,000+"
155090,"$150,000+"
155100,"$150,000+"
155110,"$150,000+"
155120,"$150,000+"
155130,"$150,000+"
155140,"$150,000+"
155150,"$150,000+"
155160,"$150,000+"
155190,"$150,000+"
155200,"$150,000+"
155210,"$150,000+"
155240,"$150,000+"
155250,"$150,000+"
155290,"$150,000+"
155300,"$150,000+"
155340,"$150,000+"
155350,"$150,000+"
155400,"$150,000+"
155420,"$150,000+"
155470,"$150,000+"
155480,"$150,000+"
155500,"$150,000+"
155520,"$150,000+"
155570,"$150,000+"
155580,"$150,000+"
155600,"$150,000+"
155610,"$150,000+"
155690,"$150,000+"
155700,"$150,000+"
155710,"$150,000+"
155750,"$150,000+"
155780,"$150,000+"
155800,"$150,000+"
155810,"$150,000+"
155900,"$150,000+"
155920,"$150,000+"
155940,"$150,000+"
155970,"$150,000+"
156000,"$150,000+"
156004,"$150,000+"
156010,"$150,000+"
156020,"$150,000+"
156030,"$150,000+"
156040,"$150,000+"
156050,"$150,000+"
156060,"$150,000+"
156070,"$150,000+"
156080,"$150,000+"
156100,"$150,000+"
156160,"$150,000+"
156180,"$150,000+"
156190,"$150,000+"
156200,"$150,000+"
156250,"$150,000+"
156260,"$150,000+"
156280,"$150,000+"
156300,"$150,000+"
156310,"$150,000+"
156380,"$150,000+"
156400,"$150,000+"
156470,"$150,000+"
156500,"$150,000+"
156520,"$150,000+"
156540,"$150,000+"
156600,"$150,000+"
156630,"$150,000+"
156700,"$150,000+"
156740,"$150,000+"
156790,"$150,000+"
156800,"$150,000+"
156830,"$150,000+"
156840,"$150,000+"
156900,"$150,000+"
157000,"$150,000+"
157010,"$150,000+"
157020,"$150,000+"
157030,"$150,000+"
157050,"$150,000+"
157060,"$150,000+"
157090,"$150,000+"
157100,"$150,000+"
157120,"$150,000+"
157150,"$150,000+"
157160,"$150,000+"
157190,"$150,000+"
157200,"$150,000+"
157280,"$150,000+"
157300,"$150,000+"
157310,"$150,000+"
157370,"$150,000+"
157400,"$150,000+"
157410,"$150,000+"
157440,"$150,000+"
157450,"$150,000+"
157470,"$150,000+"
157500,"$150,000+"
157530,"$150,000+"
157540,"$150,000+"
157550,"$150,000+"
157580,"$150,000+"
157600,"$150,000+"
157680,"$150,000+"
157700,"$150,000+"
157760,"$150,000+"
157800,"$150,000+"
157820,"$150,000+"
157860,"$150,000+"
157870,"$150,000+"
157880,"$150,000+"
157890,"$150,000+"
157900,"$150,000+"
157910,"$150,000+"
157920,"$150,000+"
157990,"$150,000+"
158000,"$150,000+"
158010,"$150,000+"
158020,"$150,000+"
158030,"$150,000+"
158050,"$150,000+"
158070,"$150,000+"
158090,"$150,000+"
158100,"$150,000+"
158150,"$150,000+"
158190,"$150,000+"
158200,"$150,000+"
158230,"$150,000+"
158250,"$150,000+"
158300,"$150,000+"
158330,"$150,000+"
158340,"$150,000+"
158400,"$150,000+"
158500,"$150,000+"
158510,"$150,000+"
158520,"$150,000+"
158550,"$150,000+"
158580,"$150,000+"
158600,"$150,000+"
158630,"$150,000+"
158650,"$150,000+"
158660,"$150,000+"
158670,"$150,000+"
158700,"$150,000+"
158720,"$150,000+"
158750,"$150,000+"
158800,"$150,000+"
158810,"$150,000+"
158830,"$150,000+"
158850,"$150,000+"
158860,"$150,000+"
158900,"$150,000+"
158970,"$150,000+"
158980,"$150,000+"
159000,"$150,000+"
159010,"$150,000+"
159020,"$150,000+"
159030,"$150,000+"
159040,"$150,000+"
159050,"$150,000+"
159060,"$150,000+"
159080,"$150,000+"
159100,"$150,000+"
159150,"$150,000+"
159170,"$150,000+"
159200,"$150,000+"
159230,"$150,000+"
159250,"$150,000+"
159260,"$150,000+"
159300,"$150,000+"
159350,"$150,000+"
159360,"$150,000+"
159400,"$150,000+"
159430,"$150,000+"
159460,"$150,000+"
159470,"$150,000+"
159500,"$150,000+"
159560,"$150,000+"
159570,"$150,000+"
159600,"$150,000+"
159640,"$150,000+"
159700,"$150,000+"
159750,"$150,000+"
159760,"$150,000+"
159800,"$150,000+"
159810,"$150,000+"
159830,"$150,000+"
159900,"$150,000+"
159950,"$150,000+"
160000,"$150,000+"
160010,"$150,000+"
160020,"$150,000+"
160030,"$150,000+"
160040,"$150,000+"
160050,"$150,000+"
160060,"$150,000+"
160080,"$150,000+"
160090,"$150,000+"
160100,"$150,000+"
160110,"$150,000+"
160120,"$150,000+"
160130,"$150,000+"
160140,"$150,000+"
160150,"$150,000+"
160160,"$150,000+"
160180,"$150,000+"
160190,"$150,000+"
160200,"$150,000+"
160210,"$150,000+"
160220,"$150,000+"
160230,"$150,000+"
160240,"$150,000+"
160250,"$150,000+"
160270,"$150,000+"
160280,"$150,000+"
160290,"$150,000+"
160300,"$150,000+"
160310,"$150,000+"
160330,"$150,000+"
160340,"$150,000+"
160350,"$150,000+"
160360,"$150,000+"
160370,"$150,000+"
160390,"$150,000+"
160400,"$150,000+"
160410,"$150,000+"
160420,"$150,000+"
160430,"$150,000+"
160440,"$150,000+"
160450,"$150,000+"
160480,"$150,000+"
160500,"$150,000+"
160510,"$150,000+"
160540,"$150,000+"
160580,"$150,000+"
160590,"$150,000+"
160600,"$150,000+"
160620,"$150,000+"
160630,"$150,000+"
160650,"$150,000+"
160660,"$150,000+"
160680,"$150,000+"
160700,"$150,000+"
160740,"$150,000+"
160750,"$150,000+"
160770,"$150,000+"
160800,"$150,000+"
160840,"$150,000+"
160850,"$150,000+"
160900,"$150,000+"
160920,"$150,000+"
160940,"$150,000+"
161000,"$150,000+"
161010,"$150,000+"
161020,"$150,000+"
161030,"$150,000+"
161040,"$150,000+"
161050,"$150,000+"
161080,"$150,000+"
161100,"$150,000+"
161120,"$150,000+"
161200,"$150,000+"
161230,"$150,000+"
161250,"$150,000+"
161270,"$150,000+"
161290,"$150,000+"
161300,"$150,000+"
161310,"$150,000+"
161350,"$150,000+"
161400,"$150,000+"
161450,"$150,000+"
161480,"$150,000+"
161500,"$150,000+"
161520,"$150,000+"
161540,"$150,000+"
161580,"$150,000+"
161600,"$150,000+"
161650,"$150,000+"
161700,"$150,000+"
161720,"$150,000+"
161800,"$150,000+"
161850,"$150,000+"
161900,"$150,000+"
161980,"$150,000+"
162000,"$150,000+"
162010,"$150,000+"
162020,"$150,000+"
162030,"$150,000+"
162040,"$150,000+"
162050,"$150,000+"
162060,"$150,000+"
162090,"$150,000+"
162100,"$150,000+"
162120,"$150,000+"
162130,"$150,000+"
162180,"$150,000+"
162200,"$150,000+"
162220,"$150,000+"
162230,"$150,000+"
162240,"$150,000+"
162250,"$150,000+"
162280,"$150,000+"
162290,"$150,000+"
162300,"$150,000+"
162320,"$150,000+"
162330,"$150,000+"
162390,"$150,000+"
162400,"$150,000+"
162430,"$150,000+"
162440,"$150,000+"
162450,"$150,000+"
162500,"$150,000+"
162510,"$150,000+"
162520,"$150,000+"
162530,"$150,000+"
162550,"$150,000+"
162580,"$150,000+"
162600,"$150,000+"
162630,"$150,000+"
162660,"$150,000+"
162700,"$150,000+"
162730,"$150,000+"
162760,"$150,000+"
162780,"$150,000+"
162790,"$150,000+"
162800,"$150,000+"
162880,"$150,000+"
162900,"$150,000+"
162910,"$150,000+"
162950,"$150,000+"
162960,"$150,000+"
162970,"$150,000+"
163000,"$150,000+"
163030,"$150,000+"
163040,"$150,000+"
163060,"$150,000+"
163090,"$150,000+"
163100,"$150,000+"
163130,"$150,000+"
163150,"$150,000+"
163170,"$150,000+"
163180,"$150,000+"
163200,"$150,000+"
163250,"$150,000+"
163280,"$150,000+"
163300,"$150,000+"
163400,"$150,000+"
163404,"$150,000+"
163450,"$150,000+"
163500,"$150,000+"
163540,"$150,000+"
163600,"$150,000+"
163620,"$150,000+"
163640,"$150,000+"
163690,"$150,000+"
163700,"$150,000+"
163710,"$150,000+"
163760,"$150,000+"
163800,"$150,000+"
163840,"$150,000+"
163860,"$150,000+"
163880,"$150,000+"
163890,"$150,000+"
163900,"$150,000+"
163990,"$150,000+"
164000,"$150,000+"
164004,"$150,000+"
164010,"$150,000+"
164020,"$150,000+"
164040,"$150,000+"
164050,"$150,000+"
164070,"$150,000+"
164080,"$150,000+"
164100,"$150,000+"
164110,"$150,000+"
164120,"$150,000+"
164130,"$150,000+"
164140,"$150,000+"
164180,"$150,000+"
164200,"$150,000+"
164230,"$150,000+"
164250,"$150,000+"
164270,"$150,000+"
164300,"$150,000+"
164350,"$150,000+"
164380,"$150,000+"
164390,"$150,000+"
164400,"$150,000+"
164410,"$150,000+"
164430,"$150,000+"
164450,"$150,000+"
164500,"$150,000+"
164530,"$150,000+"
164560,"$150,000+"
164600,"$150,000+"
164610,"$150,000+"
164690,"$150,000+"
164700,"$150,000+"
164750,"$150,000+"
164790,"$150,000+"
164800,"$150,000+"
164880,"$150,000+"
164900,"$150,000+"
164980,"$150,000+"
165000,"$150,000+"
165004,"$150,000+"
165010,"$150,000+"
165020,"$150,000+"
165030,"$150,000+"
165040,"$150,000+"
165050,"$150,000+"
165060,"$150,000+"
165070,"$150,000+"
165080,"$150,000+"
165090,"$150,000+"
165100,"$150,000+"
165110,"$150,000+"
165130,"$150,000+"
165140,"$150,000+"
165150,"$150,000+"
165170,"$150,000+"
165190,"$150,000+"
165200,"$150,000+"
165220,"$150,000+"
165230,"$150,000+"
165250,"$150,000+"
165270,"$150,000+"
165300,"$150,000+"
165310,"$150,000+"
165330,"$150,000+"
165350,"$150,000+"
165360,"$150,000+"
165400,"$150,000+"
165440,"$150,000+"
165450,"$150,000+"
165470,"$150,000+"
165480,"$150,000+"
165500,"$150,000+"
165510,"$150,000+"
165530,"$150,000+"
165550,"$150,000+"
165560,"$150,000+"
165600,"$150,000+"
165650,"$150,000+"
165690,"$150,000+"
165700,"$150,000+"
165720,"$150,000+"
165750,"$150,000+"
165800,"$150,000+"
165840,"$150,000+"
165850,"$150,000+"
165860,"$150,000+"
165890,"$150,000+"
165900,"$150,000+"
165920,"$150,000+"
165970,"$150,000+"
165990,"$150,000+"
166000,"$150,000+"
166010,"$150,000+"
166030,"$150,000+"
166040,"$150,000+"
166070,"$150,000+"
166100,"$150,000+"
166110,"$150,000+"
166130,"$150,000+"
166170,"$150,000+"
166190,"$150,000+"
166200,"$150,000+"
166210,"$150,000+"
166250,"$150,000+"
166260,"$150,000+"
166280,"$150,000+"
166300,"$150,000+"
166330,"$150,000+"
166350,"$150,000+"
166400,"$150,000+"
